id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,clustered_label
4640,4633,4633,4500,4635,4633,4632,4631,4633,4633,4634,6400,4633,4633,1500,4660,4633,4633,none,none,4633,5100,4633,4633,4633,3200,4633,4633,4650,4633,4633,2400,4633,4634,4633,4260,4640,85632.0
4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4634,4633,4633,4633,4500,3100,1100,none,none,4633,4634,4634,4633,4633,4633,4633,4633,4633,4633,4633,4634,2500,3100,5100,4633,4633,85632.0
4633,4633,4633,4633,4620,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4650,4633,none,none,4633,4650,4634,4633,4633,4633,4633,4633,4633,4633,4634,4633,2100,4633,4633,4633,4633,85632.0
4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4634,4633,none,none,4633,4633,4633,4633,4633,4633,4633,4633,4633,4620,4250,4633,4633,4635,2400,4635,4633,24000.0
4633,4633,4632,4634,4634,2600,4500,4634,4633,4620,4633,5500,4633,4633,4100,4633,4633,4633,none,none,4633,4633,4633,4633,4633,4633,4633,2400,4633,4633,4633,4640,4633,4633,4633,4633,4633,74300.0
4633,4640,4633,4633,4633,4633,4634,4633,4610,4633,4633,5500,4634,4634,4632,4633,4620,4633,none,none,4632,4633,4634,6100,4633,4633,4633,4500,4633,4633,4633,4633,4633,2400,4633,4640,4633,73000.0
4633,4633,4634,4634,2400,4634,4634,4633,2500,4610,4634,4633,4634,4620,4634,4633,4633,4633,none,none,4634,4100,4500,4633,1300,4633,4633,4633,4633,4633,5500,4634,4633,4633,4633,4633,4633,13100.0
4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4634,4633,4633,4633,4500,3100,1100,none,none,4633,4634,4634,4633,4633,4633,4633,4633,4633,4633,4633,4634,2500,3100,5100,4633,4633,71000.0
4633,4634,4634,4634,4633,4633,4620,2400,4633,4633,4633,4633,4633,4633,4633,4633,6100,4633,none,none,4633,4100,4633,4634,4634,4633,4500,4633,4633,4633,4633,4633,4400,5200,4633,4633,5400,87400.0
4633,4631,4634,4500,4633,4632,4634,4634,4631,4633,4660,4100,4610,4620,4631,2400,4400,4300,none,none,4636,6400,4633,4633,4633,5100,4633,4633,4633,4632,4634,4260,4633,4634,4500,4633,4633,74600.0
4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4634,4633,none,none,4633,4633,4633,4633,4633,4633,4633,4633,4633,4620,4250,4633,4633,4635,2400,4635,4633,88000.0
4633,4633,4631,4633,4633,4610,4633,4633,4633,4633,4633,5100,4650,4633,4633,4633,4633,4633,none,none,4633,4100,4400,2500,4400,2100,4620,4634,4634,6400,5200,4633,4633,4634,4100,4633,4634,16399.0
4633,4620,4634,4634,4634,4620,4631,4633,4634,4633,4634,2400,4634,4633,4633,4633,4633,4300,none,none,4633,4634,4634,4620,4632,4633,4100,4633,4633,5500,5100,4633,2500,4633,4633,4633,4633,85632.0
4633,4633,4633,4500,4633,4640,4633,4633,4633,4633,4633,4634,4634,4633,4610,4100,4633,4640,none,none,5500,4633,4635,4633,4633,4634,4633,4633,4633,4250,4633,4633,4633,4633,4633,4633,4633,74300.0
4633,4633,4633,4634,4633,4633,4634,4633,4633,4633,4650,5500,4633,4633,4633,4633,4633,4633,none,none,4633,4633,4633,4633,4633,4635,4633,4633,4633,4633,4633,4633,4633,5100,4633,4633,4640,85640.0
4633,4633,4634,4633,4634,4634,4634,4633,5500,4633,4660,4633,4633,4633,4633,4633,4633,4633,none,none,5100,4633,3100,5100,4633,4633,4633,4400,4636,4240,4610,4633,4633,4633,4633,4632,4633,14000.0
4633,4633,4633,4634,4633,4632,4634,4633,4633,4633,4633,1400,4633,5100,4633,4633,1100,4633,none,none,4633,4634,4610,5100,3100,4634,4633,4633,4620,4640,4633,4633,4634,4610,2500,4633,4633,74400.0
4633,4631,4633,4640,4634,4620,4633,4100,4100,4633,4634,4633,4500,4632,4633,4633,4400,4632,none,none,4634,4633,4634,4633,4260,4500,4100,4634,4100,4633,4633,4634,4633,4633,4620,4650,3100,52000.0
4633,4633,4633,4633,4633,2500,4633,4620,4633,4633,4633,4633,4633,4634,4633,4633,6200,4633,none,none,4633,4633,2100,4640,4633,4633,4633,4633,4633,4260,4633,3300,2500,5100,4633,4100,4634,85632.0
4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,4620,4633,4633,4633,4633,4640,4633,4100,none,none,6100,4633,4633,4634,4633,4634,6400,4633,4633,4633,4633,4633,4633,4633,4633,4633,4633,55000.0
4633,4634,4633,4634,4633,4260,4633,4633,4633,4633,4632,4633,4633,4633,4633,4633,4633,4633,none,none,4633,4633,4633,4633,4633,4633,4633,4633,5100,4633,4633,4633,4633,4633,4633,4633,4633,34000.0
4633,4631,4632,4634,4650,4633,4633,4633,4634,4636,2400,4633,4633,4633,4633,4633,4633,4633,none,none,4633,4633,4633,4633,4610,4633,2400,4400,6200,4633,4260,4633,4633,4633,4633,4633,4633,62300.0
4633,4633,4632,4634,4634,2600,4500,4634,4633,4620,4633,5500,4633,4633,4100,4633,4633,4633,none,none,4633,4633,4633,4633,4633,4633,4633,2400,4633,4633,4633,4640,4633,4633,4633,4633,4633,85634.0
4633,4631,4634,4500,4633,4632,4634,4634,4631,4633,4660,4100,4610,4620,4631,2400,4400,4300,none,none,4636,6400,4633,4633,4633,5100,4633,4633,4633,4632,4634,4260,4633,4634,4500,4633,4633,64300.0
4633,4633,4633,4633,4633,2500,4633,4620,4633,4633,4633,4633,4633,4634,4633,4633,6200,4633,none,none,4633,4633,2100,4640,4633,4633,4633,4633,4633,4260,4633,3300,2500,5100,4633,4100,4634,41000.0
4633,4633,4632,4620,4631,4634,4633,4633,4633,4620,4620,2400,4633,4635,4633,3100,4633,4633,none,none,4100,4633,4633,2100,4633,4631,4633,4633,3100,4633,4633,4633,4633,4634,4633,4633,4633,81000.0
4633,4634,2600,2100,5300,4633,3200,4633,4633,4633,4633,4634,4633,4633,4633,4633,4633,4633,none,none,4633,2500,4633,4633,4633,4632,5100,4633,4633,4633,4633,4500,4633,4633,2100,4260,4633,76000.0
4633,4633,4633,4633,4633,2500,4633,4620,4633,4633,4633,4633,4633,4634,4633,4633,6200,4633,none,none,4633,4633,2100,4640,4633,4633,4633,4633,4633,4260,4633,3300,2500,5100,4633,4100,4634,55000.0
4633,4634,4633,4634,4633,4260,4633,4633,4633,4633,4632,4633,4633,4633,4633,4633,4633,4633,none,none,4633,4633,4633,4633,4633,4633,4633,4633,5100,4633,4633,4633,4633,4633,4633,4633,4633,85632.0
4633,4636,4631,4632,4633,4634,4634,4633,4633,4633,4633,4633,4633,4634,4633,4400,2600,4633,none,none,4633,4633,4633,4633,4632,4633,4400,4633,4633,4632,4633,4634,4500,4500,4633,4633,1200,82200.0
