index,id,clustered_label,0,1
129,101204026,3339,0,0
130,101203054,5510,1,0
131,101203004,1653,1,0
132,101103034,1656,0,0
133,101102026,1653,0,0
134,101102025,1655,1,0
135,101101050,1653,1,0
136,100508018,2000,1,1
137,100401072,2000,1,0
138,100401044,5529,1,0
139,100208053,1651,1,0
140,100206009,1654,0,0
141,100202044,3600,0,0
142,100104041,3600,0,0
143,100101021,1653,1,0
144,none,1655,0,0
145,none,1651,0,0
146,none,6140,0,0
147,none,5300,1,0
148,none,1651,1,0
149,none,2000,1,0
150,none,1651,0,0
151,none,1653,0,0
152,none,1651,1,0
153,none,1656,0,0
154,none,1651,0,0
155,none,3210,0,0
156,none,1100,1,0
157,none,1651,0,0
158,none,1651,0,0
159,none,1651,0,0
160,none,6110,0,0
161,none,3100,0,0
162,none,1651,1,0
163,none,4200,0,0
164,none,1460,1,0
165,none,2000,0,0
166,none,1658,0,0
167,none,1651,1,0
168,none,2000,1,0
169,none,6120,0,0
170,none,1652,0,0
171,none,1660,0,0
172,none,1651,1,0
173,none,3210,0,0
174,none,1651,1,0
175,none,5300,1,0
176,none,6400,0,0
177,none,1651,1,0
178,none,1651,0,0
179,none,5100,0,0
180,none,1651,1,0
181,none,3229,0,0
182,none,2000,1,0
183,none,1651,0,0
184,none,2000,1,0
185,none,1651,0,0
186,none,1651,0,0
187,none,1651,0,0
188,none,6600,0,0
189,none,6400,0,0
190,none,6140,0,0
191,none,4200,0,0
192,none,1651,1,0
193,none,1651,0,0
194,none,1652,0,0
195,none,1651,0,0
196,none,1651,0,0
197,none,1651,0,0
198,none,5300,1,0
199,none,1651,1,0
200,none,1653,0,0
201,none,1651,1,0
202,none,6140,0,0
203,none,1651,1,0
204,none,1651,0,0
205,none,1651,0,0
206,none,1409,1,0
207,none,4200,0,0
208,none,5300,1,0
209,none,2000,0,0
210,none,1651,0,0
211,none,6400,0,0
212,none,1210,0,0
213,none,1651,0,0
214,none,5620,0,0
215,none,1655,1,1
216,none,5300,1,0
217,none,1651,1,0
218,none,1651,0,0
219,none,1651,0,0
220,none,2000,1,0
221,none,1651,0,0
222,none,1658,0,0
223,none,1651,1,0
224,none,5620,1,0
225,none,1653,1,0
226,none,1651,0,0
227,none,5100,0,0
228,none,1651,1,0
229,none,1630,0,0
230,none,1651,1,0
231,none,1409,1,0
232,none,1651,0,0
233,none,1651,0,0
234,none,1653,0,0
235,none,3240,0,0
236,none,5620,1,0
237,none,1651,1,0
238,none,1651,0,0
239,none,1651,0,0
240,none,1610,0,0
241,none,1651,0,0
242,none,1655,0,0
243,none,1651,0,0
244,none,1653,0,0
245,none,1651,1,0
246,none,1409,1,0
247,none,5400,0,0
248,none,5539,1,0
249,none,1655,0,0
250,none,5529,1,0
251,none,6110,0,0
252,none,1655,1,0
253,none,1651,1,0
254,none,3210,0,0
255,none,1651,1,0
256,none,1653,0,0
257,none,5539,1,0
258,none,1655,0,0
259,none,2000,0,0
260,none,5100,0,0
261,none,6300,0,0
262,none,4200,0,0
263,none,1651,1,0
264,none,1651,0,0
265,none,1651,0,0
266,none,5620,1,0
267,none,5520,0,0
268,none,1651,1,0
269,none,5300,1,0
270,none,1651,1,0
271,none,1651,0,0
272,none,1651,0,0
273,none,1610,0,0
274,none,5620,1,0
275,none,1651,1,0
276,none,1639,0,0
277,none,3100,0,0
278,none,1651,1,0
279,none,6110,0,0
280,none,1651,1,0
281,none,1653,0,0
282,none,1651,1,0
283,none,1651,0,0
284,none,6140,0,0
285,none,5100,0,0
286,none,1651,1,0
287,none,3100,0,0
288,none,1651,1,0
