id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,clustered_label
101208087,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.233,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,4;2;1;0;3;2;1;1;2;3;1;2
102205089,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5524,0.5521,0.5521,0.5521,0.5521,0.5521,0.556,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
101208066,0.5521,0.5521,0.5521,0.556,0.556,0.5521,0.5521,0.5521,0.5526,0.5521,0.5526,0.5521,0.5522,0.5522,0.5521,0.5522,0.322,0.5521,4;2;3;1;2;2;0;1
101208030,0.5521,0.5529999999999999,0.5521,0.5521,0.5521,0.5521,0.5522,0.5521,0.5521,0.5524,0.5521,0.5521,0.5522,0.5524,0.5521,0.5521,0.5521,0.5521,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
102208075,0.5521,0.5521,0.5521,0.5529999999999999,0.5522,0.43,0.5522,0.5521,0.5521,0.5521,0.5521,0.24,0.5521,0.5521,0.5521,0.5521,0.5521,0.24,4;2;0;0;2;2;0;1
102205037,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5524,0.53,0.24,0.5521,0.5521,0.5521,0.5521,0.5524,0.56,4;2;1;0;3;2;1;1;2;3;1;2
102104031,0.5521,0.5521,0.5526,0.5522,0.41,0.5523,0.5521,0.5522,0.41,0.5529999999999999,0.5526,0.51,0.5521,0.5522,0.56,0.5521,0.5521,0.522,4;2;3;0;2;2;1;1
101208085,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5539999999999999,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
101208069,0.5521,0.5521,0.53,0.41,0.5539999999999999,0.53,0.5521,0.46,0.556,0.5522,0.5522,0.51,0.551,0.5521,0.5521,0.5524,0.524,0.5539999999999999,4;2;2;1;2;4;1;3
102208088,0.5521,0.5521,0.5521,0.5521,0.5521,0.63,0.5521,0.5525,0.5521,0.5521,0.5521,0.56,0.5521,0.5521,0.5521,0.5521,0.5521,0.22,4;2;0;1;3;2;1;1;2;2;1;1
102208081,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5526,0.5521,0.5526,0.5521,0.5521,0.5521,0.5521,0.5521,0.5522,0.5521,0.5529999999999999,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
102208058,0.5521,0.5521,0.5521,0.5521,0.5521,0.5539999999999999,0.5521,0.5521,0.5521,0.5521,0.5521,0.51,0.5521,0.5521,0.5521,0.5521,0.5521,0.22,4;2;0;1;3;2;1;1;2;2;1;1
102208049,0.5521,0.5521,0.5521,0.5521,0.5521,0.12,0.53,0.41,0.5523,0.5521,0.5521,0.42,0.5521,0.5521,0.5521,0.5521,0.5521,0.551,4;2;1;1;3;2;1;0
102208033,0.5521,0.5521,0.5521,0.5521,0.5521,0.13,0.5521,0.5521,0.5521,0.5521,0.5521,0.41,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,4;2;1;1;3;2;1;0
102208008,0.5521,0.5521,0.5521,0.53,0.53,0.5521,0.5523,0.5523,0.5521,0.5521,0.5523,0.5523,0.5521,0.5521,0.5521,0.5521,0.5539999999999999,0.5539999999999999,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
102207430,0.5521,0.5521,0.5521,0.5521,0.5521,0.51,0.24,0.56,0.5521,0.5521,0.5521,0.5521,0.24,0.5521,0.5521,0.56,0.5525,0.5521,4;2;3;1;2;2;0;0
101208074,0.5521,0.5521,0.5521,0.5521,0.5523,0.53,0.5521,0.5521,0.5521,0.5521,0.5522,0.24,0.5521,0.5522,0.5522,0.5521,0.5522,0.54,4;2;1;0;3;2;1;1;2;3;1;1
99304030,0.5521,0.5521,0.5522,0.5521,0.5526,0.5522,0.5521,0.5521,0.556,0.555,0.5526,0.31,0.5521,0.5522,0.5522,0.5521,0.5522,0.56,4;2;1;0;3;2;1;1;2;3;1;0
99203054,0.5521,0.556,0.56,0.556,0.5521,0.551,0.5521,0.5521,0.24,0.54,0.51,0.54,0.5521,0.5521,0.56,0.5521,0.5521,0.5521,4;2;2;1;2;4;0;1
126267,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
104850,0.5521,0.556,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5522,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5522,0.5521,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
103302104,0.5521,0.5529999999999999,0.5521,0.5522,0.5521,0.31,0.5521,0.5522,0.5526,0.5526,0.5522,0.324,0.5521,0.5521,0.5521,0.5521,0.5521,0.31,4;2;0;0;2;2;1;1
103302103,0.5521,0.5522,0.5521,0.555,0.5521,0.54,0.5521,0.5521,0.5521,0.5521,0.54,0.324,0.5521,0.54,0.5521,0.5521,0.54,0.523,4;2;1;0;3;2;1;1;2;3;1;0
103258005,0.5521,0.556,0.5522,0.556,0.523,0.5523,0.5521,0.54,0.556,0.556,0.54,0.5521,0.5521,0.5522,0.5524,0.5529999999999999,0.5522,0.5522,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
102306046,0.5521,0.5521,0.56,0.5526,0.556,0.53,0.5521,0.556,0.5522,0.5521,0.54,0.232,0.321,0.556,0.54,0.5521,0.5521,0.24,4;2;0;0;2;2;1;0
102306041,0.5521,0.5521,0.54,0.556,0.556,0.5521,0.5521,0.5524,0.5521,0.5521,0.54,0.551,0.5521,0.5521,0.5521,0.5521,0.31,0.51,4;2;3;1;2;2;0;1
102258003,0.5521,0.5521,0.5521,0.525,0.322,0.53,0.5521,0.5521,0.322,0.556,0.5521,0.62,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,4;2;3;0;2;2;1;0
102209035,0.5521,0.5522,0.5524,0.5522,0.5521,0.56,0.5526,0.5522,0.5524,0.5529999999999999,0.5529999999999999,0.33,0.5521,0.5526,0.5521,0.5521,0.5521,0.51,4;2;1;0;3;2;1;1;2;3;1;0
102208090,0.5521,0.5521,0.5522,0.5526,0.5522,0.522,0.5526,0.523,0.63,0.556,0.5521,0.5529999999999999,0.5521,0.5522,0.5529999999999999,0.5522,0.5521,0.522,4;2;2;1;2;4;1;2;3;2;0;1
102208089,0.5521,0.5521,0.5521,0.5522,0.5526,0.12,0.5521,0.5521,0.556,0.5521,0.5526,0.551,0.5521,0.5521,0.525,0.5521,0.5521,0.5521,4;2;1;1;3;2;0;0
102208086,0.5521,0.5521,0.5521,0.5521,0.54,0.556,0.5521,0.556,0.5522,0.556,0.54,0.5522,0.556,0.556,0.556,0.5521,0.5521,0.54,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
102208085,0.5521,0.5521,0.5521,0.53,0.5539999999999999,0.524,0.5521,0.5521,0.551,0.5521,0.5521,0.551,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,4;2;2;1;2;4;1;2;3;2;1;1;3;2;0;1
102208084,0.5521,0.5521,0.54,0.5521,0.5521,0.556,0.5521,0.5521,0.5521,0.5521,0.43,0.556,0.5521,0.5521,0.5521,0.522,0.5521,0.54,4;2;2;1;2;4;0;2
102208083,0.5521,0.5524,0.5524,0.5523,0.5521,0.46,0.5522,0.5521,0.56,0.5529999999999999,0.5522,0.51,0.54,0.5524,0.5521,0.5521,0.5522,0.51,4;2;2;1;2;4;1;1;2;3;0;0
102208082,0.5521,0.5521,0.5521,0.5539999999999999,0.556,0.41,0.5521,0.5522,0.5521,0.5521,0.5539999999999999,0.56,0.5522,0.5521,0.5521,0.5521,0.5521,0.551,4;2;2;1;2;4;1;1;2;3;1;1
102208078,0.5521,0.5524,0.5524,0.5521,0.5526,0.46,0.5522,0.5522,0.5521,0.5521,0.556,0.5526,0.522,0.5526,0.54,0.5521,0.5522,0.231,4;2;0;1;3;2;1;1;2;2;0;0
102208074,0.5521,0.5521,0.5521,0.5526,0.5521,0.5522,0.5521,0.5521,0.5522,0.5521,0.53,0.11,0.5521,0.5521,0.5521,0.5522,0.5521,0.22,4;2;0;0;2;2;0;0
102208073,0.5521,0.5521,0.43,0.43,0.5521,0.551,0.43,0.5521,0.551,0.5521,0.5521,0.24,0.5521,0.5521,0.5521,0.5521,0.5521,0.5526,4;2;1;0;3;2;0;1
102208070,0.5521,0.5521,0.5521,0.5521,0.5521,0.54,0.53,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,0.56,0.5521,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
102208068,0.5521,0.5521,0.54,0.5522,0.5521,0.45,0.5522,0.5521,0.5526,0.5521,0.5521,0.56,0.5521,0.5521,0.5522,0.5521,0.556,0.551,4;2;2;1;2;4;1;1;2;3;1;1
102208066,0.5521,0.54,0.5524,0.5522,0.556,0.322,0.5529999999999999,0.5522,0.556,0.5521,0.5539999999999999,0.54,0.5521,0.5526,0.56,0.5521,0.5526,0.22,4;2;0;1;3;2;0;1
102208065,0.5521,0.5521,0.5522,0.556,0.5521,0.5522,0.5521,0.5526,0.5521,0.5521,0.5522,0.5521,0.5521,0.5522,0.54,0.5521,0.5521,0.5521,4;2;2;1;2;4;1;2;3;2;1;1;3;2;2;1
102208064,0.5521,0.5521,0.5521,0.5521,0.5521,0.53,0.5521,0.5521,0.5521,0.5521,0.5521,0.61,0.5521,0.5521,0.5521,0.5521,0.5521,0.5521,4;2;2;1;2;4;1;2;3;2;2;1
102208063,0.5521,0.5521,0.5524,0.54,0.556,0.53,0.5521,0.556,0.5521,0.5521,0.14,0.51,0.5521,0.321,0.5522,0.31,0.5521,0.32299999999999995,4;2;0;1;3;2;2;0
102208062,0.5521,0.5521,0.5529999999999999,0.5521,0.5521,0.53,0.5521,0.5521,0.5521,0.524,0.556,0.42,0.5521,0.5521,0.5521,0.5521,0.5526,0.5525,4;2;2;1;2;4;0;0;2;2;1;0
